2023-04-04 19:14:35,943 INFO    StreamThr :29764 [internal.py:wandb_internal():87] W&B internal server running at pid: 29764, started at: 2023-04-04 19:14:35.942255
2023-04-04 19:14:35,946 DEBUG   HandlerThread:29764 [handler.py:handle_request():144] handle_request: status
2023-04-04 19:14:35,947 INFO    WriterThread:29764 [datastore.py:open_for_write():85] open: C:\Users\PAVILION 15-DW001LA\Documents\Tesis\Códigos\RNAs\Red_Densa\wandb\run-20230404_191435-ahbae5qs\run-ahbae5qs.wandb
2023-04-04 19:14:35,954 DEBUG   SenderThread:29764 [sender.py:send():336] send: header
2023-04-04 19:14:36,008 DEBUG   SenderThread:29764 [sender.py:send():336] send: run
2023-04-04 19:14:36,337 DEBUG   HandlerThread:29764 [handler.py:handle_request():144] handle_request: check_version
2023-04-04 19:14:36,341 INFO    SenderThread:29764 [dir_watcher.py:__init__():219] watching files in: C:\Users\PAVILION 15-DW001LA\Documents\Tesis\Códigos\RNAs\Red_Densa\wandb\run-20230404_191435-ahbae5qs\files
2023-04-04 19:14:36,341 INFO    SenderThread:29764 [sender.py:_start_run_threads():1078] run started: ahbae5qs with start time 1680657275.943266
2023-04-04 19:14:36,341 DEBUG   SenderThread:29764 [sender.py:send_request():363] send_request: summary_record
2023-04-04 19:14:36,342 INFO    SenderThread:29764 [sender.py:_save_file():1332] saving file wandb-summary.json with policy end
2023-04-04 19:14:36,342 DEBUG   SenderThread:29764 [sender.py:send_request():363] send_request: check_version
2023-04-04 19:14:36,555 DEBUG   HandlerThread:29764 [handler.py:handle_request():144] handle_request: run_start
2023-04-04 19:14:36,573 DEBUG   HandlerThread:29764 [system_info.py:__init__():31] System info init
2023-04-04 19:14:36,573 DEBUG   HandlerThread:29764 [system_info.py:__init__():46] System info init done
2023-04-04 19:14:36,573 INFO    HandlerThread:29764 [system_monitor.py:start():183] Starting system monitor
2023-04-04 19:14:36,574 INFO    SystemMonitor:29764 [system_monitor.py:_start():147] Starting system asset monitoring threads
2023-04-04 19:14:36,574 INFO    HandlerThread:29764 [system_monitor.py:probe():204] Collecting system info
2023-04-04 19:14:36,580 INFO    SystemMonitor:29764 [interfaces.py:start():187] Started cpu monitoring
2023-04-04 19:14:36,580 DEBUG   HandlerThread:29764 [system_info.py:probe():195] Probing system
2023-04-04 19:14:36,580 INFO    SystemMonitor:29764 [interfaces.py:start():187] Started disk monitoring
2023-04-04 19:14:36,582 INFO    SystemMonitor:29764 [interfaces.py:start():187] Started memory monitoring
2023-04-04 19:14:36,598 INFO    SystemMonitor:29764 [interfaces.py:start():187] Started network monitoring
2023-04-04 19:14:36,599 DEBUG   HandlerThread:29764 [system_info.py:_probe_git():180] Probing git
2023-04-04 19:14:36,693 DEBUG   HandlerThread:29764 [system_info.py:_probe_git():188] Probing git done
2023-04-04 19:14:36,693 DEBUG   HandlerThread:29764 [system_info.py:probe():240] Probing system done
