2023-04-08 19:46:48,058 INFO    StreamThr :8656 [internal.py:wandb_internal():87] W&B internal server running at pid: 8656, started at: 2023-04-08 19:46:48.053166
2023-04-08 19:46:48,060 DEBUG   HandlerThread:8656 [handler.py:handle_request():144] handle_request: status
2023-04-08 19:46:48,064 INFO    WriterThread:8656 [datastore.py:open_for_write():85] open: C:\Users\PAVILION 15-DW001LA\Documents\Tesis\Códigos\RNAs\Red_Conv2D\wandb\run-20230408_194648-dqvw46c6\run-dqvw46c6.wandb
2023-04-08 19:46:48,064 DEBUG   SenderThread:8656 [sender.py:send():336] send: header
2023-04-08 19:46:48,127 DEBUG   SenderThread:8656 [sender.py:send():336] send: run
2023-04-08 19:46:48,568 DEBUG   HandlerThread:8656 [handler.py:handle_request():144] handle_request: check_version
2023-04-08 19:46:48,571 INFO    SenderThread:8656 [dir_watcher.py:__init__():219] watching files in: C:\Users\PAVILION 15-DW001LA\Documents\Tesis\Códigos\RNAs\Red_Conv2D\wandb\run-20230408_194648-dqvw46c6\files
2023-04-08 19:46:48,571 INFO    SenderThread:8656 [sender.py:_start_run_threads():1078] run started: dqvw46c6 with start time 1681004808.058675
2023-04-08 19:46:48,571 DEBUG   SenderThread:8656 [sender.py:send_request():363] send_request: summary_record
2023-04-08 19:46:48,572 INFO    SenderThread:8656 [sender.py:_save_file():1332] saving file wandb-summary.json with policy end
2023-04-08 19:46:48,572 DEBUG   SenderThread:8656 [sender.py:send_request():363] send_request: check_version
2023-04-08 19:46:48,881 DEBUG   HandlerThread:8656 [handler.py:handle_request():144] handle_request: run_start
2023-04-08 19:46:48,896 DEBUG   HandlerThread:8656 [system_info.py:__init__():31] System info init
2023-04-08 19:46:48,896 DEBUG   HandlerThread:8656 [system_info.py:__init__():46] System info init done
2023-04-08 19:46:48,896 INFO    HandlerThread:8656 [system_monitor.py:start():183] Starting system monitor
2023-04-08 19:46:48,902 INFO    SystemMonitor:8656 [system_monitor.py:_start():147] Starting system asset monitoring threads
2023-04-08 19:46:48,902 INFO    HandlerThread:8656 [system_monitor.py:probe():204] Collecting system info
2023-04-08 19:46:48,908 INFO    SystemMonitor:8656 [interfaces.py:start():187] Started cpu monitoring
2023-04-08 19:46:48,908 DEBUG   HandlerThread:8656 [system_info.py:probe():195] Probing system
2023-04-08 19:46:48,908 INFO    SystemMonitor:8656 [interfaces.py:start():187] Started disk monitoring
2023-04-08 19:46:48,908 INFO    SystemMonitor:8656 [interfaces.py:start():187] Started memory monitoring
