2023-04-17 19:56:59,050 INFO    StreamThr :20288 [internal.py:wandb_internal():87] W&B internal server running at pid: 20288, started at: 2023-04-17 19:56:59.049477
2023-04-17 19:56:59,052 DEBUG   HandlerThread:20288 [handler.py:handle_request():144] handle_request: status
2023-04-17 19:56:59,053 INFO    WriterThread:20288 [datastore.py:open_for_write():85] open: C:\Users\PAVILION 15-DW001LA\Documents\Tesis\Códigos\RNAs\Red_Residual Conv\wandb\run-20230417_195659-bc6d3le5\run-bc6d3le5.wandb
2023-04-17 19:56:59,053 DEBUG   SenderThread:20288 [sender.py:send():336] send: header
2023-04-17 19:56:59,332 DEBUG   SenderThread:20288 [sender.py:send():336] send: run
2023-04-17 19:56:59,866 DEBUG   HandlerThread:20288 [handler.py:handle_request():144] handle_request: check_version
2023-04-17 19:56:59,867 INFO    SenderThread:20288 [dir_watcher.py:__init__():219] watching files in: C:\Users\PAVILION 15-DW001LA\Documents\Tesis\Códigos\RNAs\Red_Residual Conv\wandb\run-20230417_195659-bc6d3le5\files
2023-04-17 19:56:59,867 INFO    SenderThread:20288 [sender.py:_start_run_threads():1078] run started: bc6d3le5 with start time 1681783019.049477
2023-04-17 19:56:59,867 DEBUG   SenderThread:20288 [sender.py:send_request():363] send_request: summary_record
2023-04-17 19:56:59,880 INFO    SenderThread:20288 [sender.py:_save_file():1332] saving file wandb-summary.json with policy end
2023-04-17 19:56:59,880 DEBUG   SenderThread:20288 [sender.py:send_request():363] send_request: check_version
2023-04-17 19:57:00,085 DEBUG   HandlerThread:20288 [handler.py:handle_request():144] handle_request: run_start
2023-04-17 19:57:00,107 DEBUG   HandlerThread:20288 [system_info.py:__init__():31] System info init
2023-04-17 19:57:00,107 DEBUG   HandlerThread:20288 [system_info.py:__init__():46] System info init done
2023-04-17 19:57:00,107 INFO    HandlerThread:20288 [system_monitor.py:start():183] Starting system monitor
2023-04-17 19:57:00,107 INFO    SystemMonitor:20288 [system_monitor.py:_start():147] Starting system asset monitoring threads
2023-04-17 19:57:00,107 INFO    HandlerThread:20288 [system_monitor.py:probe():204] Collecting system info
2023-04-17 19:57:00,114 INFO    SystemMonitor:20288 [interfaces.py:start():187] Started cpu monitoring
2023-04-17 19:57:00,114 DEBUG   HandlerThread:20288 [system_info.py:probe():195] Probing system
2023-04-17 19:57:00,114 INFO    SystemMonitor:20288 [interfaces.py:start():187] Started disk monitoring
2023-04-17 19:57:00,114 INFO    SystemMonitor:20288 [interfaces.py:start():187] Started memory monitoring
2023-04-17 19:57:00,132 INFO    SystemMonitor:20288 [interfaces.py:start():187] Started network monitoring
2023-04-17 19:57:00,134 DEBUG   HandlerThread:20288 [system_info.py:_probe_git():180] Probing git
2023-04-17 19:57:00,233 DEBUG   HandlerThread:20288 [system_info.py:_probe_git():188] Probing git done
2023-04-17 19:57:00,233 DEBUG   HandlerThread:20288 [system_info.py:probe():240] Probing system done
2023-04-17 19:57:00,233 DEBUG   HandlerThread:20288 [system_monitor.py:probe():213] {'os': 'Windows-10-10.0.22621-SP0', 'python': '3.9.5', 'heartbeatAt': '2023-04-18T01:57:00.114925', 'startedAt': '2023-04-18T01:56:59.032234', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': 'C:\\Users\\PAVILION 15-DW001LA\\Documents\\Tesis\\Códigos\\RNAs\\Red_Residual Conv\\Red Residual - Conv.py', 'codePath': 'RNAs\\Red_Residual Conv\\Red Residual - Conv.py', 'git': {'remote': 'https://github.com/Eusoj25/Tesis.git', 'commit': 'dee2532ae4a69656bfb694530a02c220b8fbf363'}, 'email': '108889462+JosueRH25@users.noreply.github.com', 'root': 'C:/Users/PAVILION 15-DW001LA/Documents/Tesis/Códigos', 'host': 'LAPTOP-8SNF18AB', 'username': 'PAVILION 15-DW001LA', 'executable': 'C:\\Users\\PAVILION 15-DW001LA\\miniconda3\\python.exe', 'cpu_count': 4, 'cpu_count_logical': 8, 'cpu_freq': {'current': 1600.0, 'min': 0.0, 'max': 1800.0}, 'cpu_freq_per_core': [{'current': 1600.0, 'min': 0.0, 'max': 1800.0}], 'disk': {'total': 237.24120712280273, 'used': 141.49059677124023}, 'memory': {'total': 7.888965606689453}}
2023-04-17 19:57:00,233 INFO    HandlerThread:20288 [system_monitor.py:probe():214] Finished collecting system info
2023-04-17 19:57:00,233 INFO    HandlerThread:20288 [system_monitor.py:probe():217] Publishing system info
2023-04-17 19:57:00,234 DEBUG   HandlerThread:20288 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2023-04-17 19:57:00,235 DEBUG   HandlerThread:20288 [system_info.py:_save_pip():67] Saving pip packages done
2023-04-17 19:57:00,235 DEBUG   HandlerThread:20288 [system_info.py:_save_conda():74] Saving list of conda packages installed into the current environment
2023-04-17 19:57:00,884 INFO    Thread-17 :20288 [dir_watcher.py:_on_file_created():278] file/dir created: C:\Users\PAVILION 15-DW001LA\Documents\Tesis\Códigos\RNAs\Red_Residual Conv\wandb\run-20230417_195659-bc6d3le5\files\conda-environment.yaml
2023-04-17 19:57:00,884 INFO    Thread-17 :20288 [dir_watcher.py:_on_file_created():278] file/dir created: C:\Users\PAVILION 15-DW001LA\Documents\Tesis\Códigos\RNAs\Red_Residual Conv\wandb\run-20230417_195659-bc6d3le5\files\requirements.txt
2023-04-17 19:57:00,884 INFO    Thread-17 :20288 [dir_watcher.py:_on_file_created():278] file/dir created: C:\Users\PAVILION 15-DW001LA\Documents\Tesis\Códigos\RNAs\Red_Residual Conv\wandb\run-20230417_195659-bc6d3le5\files\wandb-summary.json
2023-04-17 19:57:04,151 DEBUG   HandlerThread:20288 [system_info.py:_save_conda():86] Saving conda packages done
2023-04-17 19:57:04,151 INFO    HandlerThread:20288 [system_monitor.py:probe():219] Finished publishing system info
2023-04-17 19:57:04,178 DEBUG   HandlerThread:20288 [handler.py:handle_request():144] handle_request: status_report
2023-04-17 19:57:04,179 DEBUG   SenderThread:20288 [sender.py:send():336] send: files
2023-04-17 19:57:04,179 INFO    SenderThread:20288 [sender.py:_save_file():1332] saving file wandb-metadata.json with policy now
2023-04-17 19:57:04,187 DEBUG   HandlerThread:20288 [handler.py:handle_request():144] handle_request: stop_status
2023-04-17 19:57:04,187 DEBUG   SenderThread:20288 [sender.py:send_request():363] send_request: stop_status
2023-04-17 19:57:04,202 DEBUG   HandlerThread:20288 [handler.py:handle_request():144] handle_request: get_summary
2023-04-17 19:57:04,344 DEBUG   SenderThread:20288 [sender.py:send():336] send: telemetry
2023-04-17 19:57:04,344 DEBUG   SenderThread:20288 [sender.py:send():336] send: telemetry
2023-04-17 19:57:04,344 DEBUG   SenderThread:20288 [sender.py:send():336] send: config
2023-04-17 19:57:04,344 DEBUG   SenderThread:20288 [sender.py:send():336] send: config
2023-04-17 19:57:04,344 DEBUG   SenderThread:20288 [sender.py:send():336] send: config
2023-04-17 19:57:04,344 DEBUG   SenderThread:20288 [sender.py:send():336] send: config
2023-04-17 19:57:04,344 DEBUG   SenderThread:20288 [sender.py:send():336] send: config
2023-04-17 19:57:04,344 DEBUG   SenderThread:20288 [sender.py:send():336] send: config
2023-04-17 19:57:04,344 DEBUG   SenderThread:20288 [sender.py:send():336] send: config
2023-04-17 19:57:04,344 DEBUG   SenderThread:20288 [sender.py:send():336] send: config
2023-04-17 19:57:04,344 DEBUG   SenderThread:20288 [sender.py:send():336] send: telemetry
2023-04-17 19:57:04,344 DEBUG   SenderThread:20288 [sender.py:send():336] send: telemetry
2023-04-17 19:57:04,344 DEBUG   SenderThread:20288 [sender.py:send():336] send: files
2023-04-17 19:57:04,344 INFO    SenderThread:20288 [sender.py:_save_file():1332] saving file model-best.h5 with policy live
2023-04-17 19:57:04,344 DEBUG   SenderThread:20288 [sender.py:send():336] send: telemetry
2023-04-17 19:57:04,707 INFO    wandb-upload_0:20288 [upload_job.py:push():138] Uploaded file C:\Users\PAVILI~1\AppData\Local\Temp\tmpfhtsea4cwandb\xyvgmc9p-wandb-metadata.json
