2023-04-04 12:14:56,256 INFO    StreamThr :34556 [internal.py:wandb_internal():87] W&B internal server running at pid: 34556, started at: 2023-04-04 12:14:56.254133
2023-04-04 12:14:56,258 DEBUG   HandlerThread:34556 [handler.py:handle_request():144] handle_request: status
2023-04-04 12:14:56,260 INFO    WriterThread:34556 [datastore.py:open_for_write():85] open: C:\Users\PAVILION 15-DW001LA\Documents\Tesis\Códigos\RNAs\Red_Densa\wandb\run-20230404_121456-czwmxnjs\run-czwmxnjs.wandb
2023-04-04 12:14:56,266 DEBUG   SenderThread:34556 [sender.py:send():336] send: header
2023-04-04 12:14:56,327 DEBUG   SenderThread:34556 [sender.py:send():336] send: run
2023-04-04 12:14:56,685 DEBUG   HandlerThread:34556 [handler.py:handle_request():144] handle_request: check_version
2023-04-04 12:14:56,690 INFO    SenderThread:34556 [dir_watcher.py:__init__():219] watching files in: C:\Users\PAVILION 15-DW001LA\Documents\Tesis\Códigos\RNAs\Red_Densa\wandb\run-20230404_121456-czwmxnjs\files
2023-04-04 12:14:56,690 INFO    SenderThread:34556 [sender.py:_start_run_threads():1078] run started: czwmxnjs with start time 1680632096.255129
2023-04-04 12:14:56,690 DEBUG   SenderThread:34556 [sender.py:send_request():363] send_request: summary_record
2023-04-04 12:14:56,691 INFO    SenderThread:34556 [sender.py:_save_file():1332] saving file wandb-summary.json with policy end
2023-04-04 12:14:56,692 DEBUG   SenderThread:34556 [sender.py:send_request():363] send_request: check_version
2023-04-04 12:14:56,897 DEBUG   HandlerThread:34556 [handler.py:handle_request():144] handle_request: run_start
2023-04-04 12:14:56,915 DEBUG   HandlerThread:34556 [system_info.py:__init__():31] System info init
2023-04-04 12:14:56,915 DEBUG   HandlerThread:34556 [system_info.py:__init__():46] System info init done
2023-04-04 12:14:56,915 INFO    HandlerThread:34556 [system_monitor.py:start():183] Starting system monitor
2023-04-04 12:14:56,916 INFO    SystemMonitor:34556 [system_monitor.py:_start():147] Starting system asset monitoring threads
2023-04-04 12:14:56,916 INFO    HandlerThread:34556 [system_monitor.py:probe():204] Collecting system info
2023-04-04 12:14:56,921 INFO    SystemMonitor:34556 [interfaces.py:start():187] Started cpu monitoring
2023-04-04 12:14:56,922 DEBUG   HandlerThread:34556 [system_info.py:probe():195] Probing system
2023-04-04 12:14:56,922 INFO    SystemMonitor:34556 [interfaces.py:start():187] Started disk monitoring
2023-04-04 12:14:56,923 INFO    SystemMonitor:34556 [interfaces.py:start():187] Started memory monitoring
2023-04-04 12:14:56,941 INFO    SystemMonitor:34556 [interfaces.py:start():187] Started network monitoring
2023-04-04 12:14:56,942 DEBUG   HandlerThread:34556 [system_info.py:_probe_git():180] Probing git
2023-04-04 12:14:57,050 DEBUG   HandlerThread:34556 [system_info.py:_probe_git():188] Probing git done
2023-04-04 12:14:57,050 DEBUG   HandlerThread:34556 [system_info.py:probe():240] Probing system done
2023-04-04 12:14:57,050 DEBUG   HandlerThread:34556 [system_monitor.py:probe():213] {'os': 'Windows-10-10.0.22000-SP0', 'python': '3.9.5', 'heartbeatAt': '2023-04-04T18:14:56.922699', 'startedAt': '2023-04-04T18:14:56.239176', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': 'C:\\Users\\PAVILION 15-DW001LA\\Documents\\Tesis\\Códigos\\RNAs\\Red_Densa\\RNA_densa.py', 'codePath': 'RNAs\\Red_Densa\\RNA_densa.py', 'git': {'remote': 'https://github.com/Eusoj25/Tesis.git', 'commit': 'dee2532ae4a69656bfb694530a02c220b8fbf363'}, 'email': '108889462+JosueRH25@users.noreply.github.com', 'root': 'C:/Users/PAVILION 15-DW001LA/Documents/Tesis/Códigos', 'host': 'LAPTOP-8SNF18AB', 'username': 'PAVILION 15-DW001LA', 'executable': 'C:\\Users\\PAVILION 15-DW001LA\\miniconda3\\python.exe', 'cpu_count': 4, 'cpu_count_logical': 8, 'cpu_freq': {'current': 1600.0, 'min': 0.0, 'max': 1800.0}, 'cpu_freq_per_core': [{'current': 1600.0, 'min': 0.0, 'max': 1800.0}], 'disk': {'total': 237.24120712280273, 'used': 156.80643844604492}, 'memory': {'total': 7.888965606689453}}
2023-04-04 12:14:57,051 INFO    HandlerThread:34556 [system_monitor.py:probe():214] Finished collecting system info
2023-04-04 12:14:57,051 INFO    HandlerThread:34556 [system_monitor.py:probe():217] Publishing system info
2023-04-04 12:14:57,051 DEBUG   HandlerThread:34556 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2023-04-04 12:14:57,052 DEBUG   HandlerThread:34556 [system_info.py:_save_pip():67] Saving pip packages done
2023-04-04 12:14:57,052 DEBUG   HandlerThread:34556 [system_info.py:_save_conda():74] Saving list of conda packages installed into the current environment
2023-04-04 12:14:57,701 INFO    Thread-17 :34556 [dir_watcher.py:_on_file_created():278] file/dir created: C:\Users\PAVILION 15-DW001LA\Documents\Tesis\Códigos\RNAs\Red_Densa\wandb\run-20230404_121456-czwmxnjs\files\wandb-summary.json
2023-04-04 12:14:57,701 INFO    Thread-17 :34556 [dir_watcher.py:_on_file_created():278] file/dir created: C:\Users\PAVILION 15-DW001LA\Documents\Tesis\Códigos\RNAs\Red_Densa\wandb\run-20230404_121456-czwmxnjs\files\conda-environment.yaml
2023-04-04 12:14:57,702 INFO    Thread-17 :34556 [dir_watcher.py:_on_file_created():278] file/dir created: C:\Users\PAVILION 15-DW001LA\Documents\Tesis\Códigos\RNAs\Red_Densa\wandb\run-20230404_121456-czwmxnjs\files\requirements.txt
2023-04-04 12:15:01,741 INFO    Thread-17 :34556 [dir_watcher.py:_on_file_modified():295] file/dir modified: C:\Users\PAVILION 15-DW001LA\Documents\Tesis\Códigos\RNAs\Red_Densa\wandb\run-20230404_121456-czwmxnjs\files\conda-environment.yaml
2023-04-04 12:15:01,814 DEBUG   HandlerThread:34556 [system_info.py:_save_conda():86] Saving conda packages done
2023-04-04 12:15:01,815 INFO    HandlerThread:34556 [system_monitor.py:probe():219] Finished publishing system info
2023-04-04 12:15:01,836 DEBUG   SenderThread:34556 [sender.py:send():336] send: files
2023-04-04 12:15:01,837 INFO    SenderThread:34556 [sender.py:_save_file():1332] saving file wandb-metadata.json with policy now
2023-04-04 12:15:01,839 DEBUG   HandlerThread:34556 [handler.py:handle_request():144] handle_request: status_report
2023-04-04 12:15:01,868 DEBUG   HandlerThread:34556 [handler.py:handle_request():144] handle_request: stop_status
2023-04-04 12:15:01,868 DEBUG   SenderThread:34556 [sender.py:send_request():363] send_request: stop_status
2023-04-04 12:15:01,893 DEBUG   HandlerThread:34556 [handler.py:handle_request():144] handle_request: get_summary
2023-04-04 12:15:02,041 DEBUG   SenderThread:34556 [sender.py:send():336] send: telemetry
2023-04-04 12:15:02,041 DEBUG   SenderThread:34556 [sender.py:send():336] send: telemetry
2023-04-04 12:15:02,041 DEBUG   SenderThread:34556 [sender.py:send():336] send: config
2023-04-04 12:15:02,043 DEBUG   SenderThread:34556 [sender.py:send():336] send: config
2023-04-04 12:15:02,044 DEBUG   SenderThread:34556 [sender.py:send():336] send: config
2023-04-04 12:15:02,044 DEBUG   SenderThread:34556 [sender.py:send():336] send: telemetry
2023-04-04 12:15:02,045 DEBUG   SenderThread:34556 [sender.py:send():336] send: telemetry
2023-04-04 12:15:02,045 DEBUG   SenderThread:34556 [sender.py:send():336] send: files
2023-04-04 12:15:02,045 INFO    SenderThread:34556 [sender.py:_save_file():1332] saving file model-best.h5 with policy live
2023-04-04 12:15:02,045 DEBUG   SenderThread:34556 [sender.py:send():336] send: telemetry
2023-04-04 12:15:02,366 INFO    wandb-upload_0:34556 [upload_job.py:push():138] Uploaded file C:\Users\PAVILI~1\AppData\Local\Temp\tmpru96gkhuwandb\5hiyx1v1-wandb-metadata.json
